,full_name,position,status,player_id,adp_ppr
,Noah Brown,WR,Active,4234,999,68.9
,Jordan Carrell,DT,Active,4235,999
,Joey Ivie,DT,Active,4236,999
,Marquez White,CB,Active,4237,999
,Xavier Woods,DB,Active,4238,999,3
,Jeremiah Ledbetter,DE,Active,4240,999
,Pat O'Connor,DE,Active,4241,999
,Kyle Fuller,OL,Active,4245,999
,Sam Rogers,FB,Active,4250,999
,Tanzel Smart,DT,Active,4251,999
,Isaiah Ford,WR,Active,4252,999
,Elijah Lee,LB,Active,4255,999
,Jack Tocho,FS,Active,4257,999
,Conor McDermott,OL,Active,4258,999
,Al-Quadin Muhammad,DE,Active,4259,999
,Elijah McGuire,RB,Active,4263,999
,Treyvon Hester,DT,Active,4264,999
,Shalom Luani,SS,Active,4266,999
,Elijah Qualls,DT,Active,4268,999
,Colin Holba,LS,Active,4270,999
,Isaac Rochell,DE,Active,4271,999
,Sam Tevi,OT,Active,4272,999
,Chris Carson,RB,Active,4273,580.5
,David Moore,WR,Active,4274,999,29.4
,Justin Senior,OT,Active,4275,999
,D.J. Jones,DT,Active,4278,999,5
,Pita Taumoepenu,LB,Active,4279,999
,Stevie Tu'ikolovatu,NT,Active,4280,999
,Corey Levin,G,Active,4282,999
,Khalfani Muhammad,RB,Active,4283,999
,Brad Seaton,OT,Active,4284,999
,Robert Davis,WR,Active,4285,999
,Josh Harvey-Clemons,LB,Active,4286,999
,Chase Roullier,C,Active,4288,999
,Ishmael Zamora,WR,Active,4289,999
,Travis Averill,G,Active,4291,999
,Marcelis Branch,SS,Active,4292,999
,Daniel Brunskill,OL,Active,4293,999
,Deante Burton,CB,Active,4294,999
,Wil Freeman,OT,Active,4295,999
,JT Jones,OLB,Active,4296
,Jarnor Jones,ILB,Active,4297,999
,Cam Keizur,C,Active,4298,999
,Andreas Knappe,OT,Active,4299,999
,Robert Leff,OT,Active,4300,999
,Quincy Mauger,SS,Active,4302,999
,Tyler Renew,RB,Active,4305,999
,Taylor Reynolds,CB,Active,4306,999
,Alek Torgersen,QB,Active,4307
,Deron Washington,FS,Active,4308,999
,Scott Orndoff,TE,Active,4309,999
,Terrish Webb,FS,Active,4310,999
,Jermaine Grace,LB,Active,4311,999
,Jake Eldrenkamp,OL,Active,4313,999
,Johnny Mundt,TE,Active,4314,999,7.9
,Casey Sayles,DE,Active,4315,999
,Sae Tautu,OLB,Active,4316,999
,Zach Pascal,WR,Active,4319,999,45.3
,James Quick,WR,Active,4320,999
,Darrell Daniels,TE,Active,4323,999
,Trey Griffey,WR,Active,4324,579
,Thomas Hennessy,LS,Active,4325,999
,Jerome Lane,WR,Active,4328,999
,Chris Muller,G,Active,4329,999
,JoJo Natson,WR,Active,4330,999
,Rigoberto Sanchez,P,Active,4331,999
,Jhaustin Thomas,DT,Active,4333,999
,Jerry Ugokwe,OT,Active,4334,999
,P.J. Walker,QB,Active,4335,999,6.02
,Christian Brown,DE,Active,4336,999
,Ethan Cooper,C,Active,4337,999
,Ondre Pipkins,DE,Active,4340,999
,Kenny Allen,P,Active,4343,999
,C.J. Board,WR,Active,4344,999
,Omarius Bryant,NT,Active,4346,999
,Daniel Henry,FS,Active,4347
,Brandon Kublanow,C,Active,4348,999
,Ricky Ortiz,FB,Active,4350,999
,Donald Payne,LB,Active,4352,999
,Patrick Ricard,FB,Active,4353,999
,Ben Boulware,ILB,Active,4356,999
,Bryan Cox,DE,Active,4357,999
,Austin Duke,WR,Active,4358,999
,Cole Luke,CB,Active,4359,999
,Karel Hamilton,WR,Active,4364,999
,Darrin Laufasa,FB,Active,4365,999
,Landon Lechler,OT,Active,4366,999
,Monty Madaris,WR,Active,4367,999
,Hardy Nickerson,LB,Active,4368,999
,Dustin Stanton,G,Active,4370,999
,Josh Tupou,DT,Active,4371,999
,Stanley Williams,RB,Active,4373,999
,Thomas Evans,G,Active,4378,999
,Cody Heiman,ILB,Active,4380,999
,Taysom Hill,TE,Active,4381,191.9,88.44
,Izaah Lunsford,DE,Active,4382,999
,Adam Pankey,T,Active,4383,999
,Aaron Peck,TE,Active,4384,999
,Kalif Phillips,RB,Active,4385,999
,Alex Kozan,G,Active,4388,999
,Matt Haack,P,Active,4390,999
,Larry Hope,CB,Active,4391,999
,Malcolm Lewis,WR,Active,4392,999
,Cameron Malveaux,DE,Active,4393,999
,Torry McTyer,CB,Active,4395,999
,Drew Morgan,WR,Active,4396,999
,Joby Saint Fleur,DE,Active,4397,999
,Eric Smith,T,Active,4399,999
,Maurice Smith,DB,Active,4400,999
,Damore'ea Stringfellow,WR,Active,4401,999
,Tashawn Bower,DE,Active,4402,999
,Dylan Bradley,NT,Active,4403,999
,Aviante Collins,T,Active,4404,999
,Caleb Kidder,DE,Active,4405,999
,Wes Lunt,QB,Active,4406,999
,Sam McCaskill,DE,Active,4407,999
,Terrell Newby,RB,Active,4408,999
,Josiah Price,TE,Active,4409,455.2
,Horace Richardson,CB,Active,4410,999
,Shaan Washington,ILB,Active,4412,999
,Eric Wilson,LB,Active,4413,999
,Josh Augusta,NT,Active,4414,999
,Adam Butler,DT,Active,4415,999
,Brooks Ellis,OLB,Active,4419,999
,Cody Hollister,WR,Active,4420,999
,Jacob Hollister,TE,Active,4421,999
,Andrew Jelks,OT,Active,4422,999
,David Jones,FS,Active,4423,999
,Jason King,G,Active,4425,999
,Harvey Langi,LB,Active,4426,999
,Kenny Moore,CB,Active,4427,999,7
,Max Rich,OT,Active,4428,999
,Dwayne Thomas,CB,Active,4429,999
,Jason Thompson,SS,Active,4430,999
,Damarius Travis,SS,Active,4431,999
,Brisly Estime,WR,Active,4434,454.5
,Anthony Firkser,TE,Active,4435,999,12.6
,Patrick Gamble,DE,Active,4436,999
,Connor Harris,FB,Active,4437,999
,Javarius Leamon,OT,Active,4438,999
,Breon Borders,CB,Active,4439,999
,Chauncey Briggs,OT,Active,4441,999
,Fadol Brown,DE,Active,4442,999
,Pharaoh Brown,TE,Active,4443,999,27.8
,Anthony Cioffi,CB,Active,4444,999
,Keon Hatcher,WR,Active,4445,999
,Chris Humes,SS,Active,4446,999
,Rickey Jefferson,SS,Active,4447,999
,Nicholas Morrow,LB,Active,4449,999,6
,Jordan Simmons,G,Active,4450,999
,Victor Bolden,WR,Active,4453,999
,Kendrick Bourne,WR,Active,4454,999,68.3
,Matt Breida,RB,Active,4455,999,51.1
,K.D. Cannon,WR,Active,4456,999
,Jimmie Gilbert,OLB,Active,4459,999
,Tyler McCloskey,RB,Active,4463,999
,Nick Mullens,QB,Active,4464,999,13.96
,Donavin Newsom,ILB,Active,4465,999
,Noble Nwachukwu,DT,Active,4466,999
,Antony Auclair,TE,Active,4468,999
,Cole Gardner,OT,Active,4472,999
,Alex Gray,FS,Active,4473,999
,Greg Mabin,CB,Active,4476,999
,Jonathan Moxey,CB,Active,4478,999
,Thomas Sperbeck,WR,Active,4479,999
,Bobo Wilson,WR,Active,4480,999
,Gabriel Mass,DT,Active,4482,999
,Josh Letuligasenoa,LB,Active,4483,999
,Raysean Pringle,SS,Active,4484,999
,William Stanback,RB,Active,4485,999
,David Talley,OLB,Active,4486,999
,Aaron Taylor,S,Active,4487,999
,Devin Chappell,FS,Active,4488,999
,Gehrig Dieter,WR,Active,4489,999
,Wyatt Houston,TE,Active,4490,999
,Marcus Kemp,WR,Active,4491,999,6.1
,Ashton Lampkin,CB,Active,4492,999
,Jordan Sterns,FS,Active,4496,999
,Tony Stevens,WR,Active,4497,999
,Aarion Penton,CB,Active,4498,999
,Chase Dominguez,LS,Active,4499,999
,Andrew Lauderdale,OT,Active,4500,999
,Devaroe Lawrence,DT,Active,4501,999
,Arthur Maulet,CB,Active,4503,999
,John Robinson-Woodgett,RB,Active,4504,999
,Cameron Tom,C,Active,4505,999
,Chris Bordelon,G,Active,4506,999
,Ben Braden,G,Active,4507,999
,Gabe Marks,WR,Active,4508,999
,Chris Casher,OLB,Active,4509,999
,Najee Harris,RB,Active,4510
,Francis Kallon,DE,Active,4512,999
,Keith Kelsey,ILB,Active,4513,999
,Chanceller James,SS,Active,4514,999
,B.J. Johnson,WR,Active,4515,999
,Richard Levy,G,Active,4516,999
,Ricky Ali'ifua,DT,Active,4517,999
,Devine Redding,RB,Active,4519,999
,Travin Dural,WR,Active,4520,999
,Lucas Crowley,C,Active,4523,999
,Ironhead Gallon,SS,Active,4524,999
,Krishawn Hogan,WR,Active,4526,999
,Trevor Knight,QB,Active,4528,999
,Jonathan McLaughlin,OT,Active,4530,999
,Ricky Seals-Jones,TE,Active,4531,288,6.4
,James Summers,RB,Active,4533,999
,Steven Wroblewski,TE,Active,4535,999
,Jason Croom,TE,Active,4536,999
,Jordan Johnson,RB,Active,4537,999
,Greg Pyke,G,Active,4539,999
,B.T. Sanders,SS,Active,4542,999
,Marcus Sayles,CB,Active,4543,999
,Daikiel Shorts,WR,Active,4544,999
,Keith Towbridge,TE,Active,4545,999
,Zach Voytek,G,Active,4546,999
,Nigel Williams,DT,Active,4547,999
,Joel Bouagnon,RB,Active,4548,999
,Rashaad Coward,OL,Active,4549,999
,Hendrick Ekpe,OLB,Active,4550,999
,Tanner Gentry,WR,Active,4551,999
,Mitchell Kirsch,G,Active,4554,999
,Andy Phillips,K,Active,4555,473.3
,Alex Scearce,OLB,Active,4556,999
,Freddie Stevenson,FB,Active,4557,999
,B.J. Bello,LB,Active,4558,999
,Ladell Fleming,LB,Active,4559,999
,J.D. Harmon,CB,Active,4560,999
,Alvin Hill,CB,Active,4561,999
,Taylor McNamara,TE,Active,4563,999
,Kai Nacua,DB,Active,4564,999
,Kenneth Olugbode,ILB,Active,4565,999
,Karter Schult,DE,Active,4566,999
,Channing Stribling,CB,Active,4567,999
,Woody Baron,DT,Active,4568,999
,Brian Brown,WR,Active,4569,999
,Kennan Gilchrist,OLB,Active,4570,999
,Blake Jarwin,TE,Active,4571,999
,Joe Jones,LB,Active,4572,999
,Cooper Rush,QB,Active,4574,999,13.3
,Nate Theaker,G,Active,4575,999
,Lucas Wacha,OLB,Active,4577,999
,Erik Austell,G,Active,4578,999
,Josh Banderas,OLB,Active,4579
,Dante Barnett,FS,Active,4580,999
,Deon Hollins,OLB,Active,4582,999
,Cameron Hunt,G,Active,4583,999
,Anthony Nash,WR,Active,4585,999
,Dontrell Nelson,CB,Active,4586,999
,Kyle Sloter,QB,Active,4588,999
,Shakir Soto,DE,Active,4589,999
,Orion Stewart,SS,Active,4590,999
,Elijah Wilkinson,OL,Active,4592,999
,Brandon Barnes,TE,Active,4593,999
,Alex Barrett,DE,Active,4594,999
,Dontez Ford,WR,Active,4595,999
,Storm Norton,T,Active,4598,999
,Michael Rector,WR,Active,4599,999
,Noel Thomas,WR,Active,4600,999
,Josh Thornton,CB,Active,4601,999
,Robert Tonyan,TE,Active,4602,999,33.3
,Jeremiah Valoaga,DE,Active,4603,999
,Eli Ankou,DT,Active,4604,999
,Evan Baylis,TE,Active,4605,999
,Dylan Cole,LB,Active,4606,999
,Zach Conque,QB,Active,4607,999
,T.J. Daniel,DE,Active,4608,999
,Matthew Godin,DE,Active,4609,999
,Deante' Gray,WR,Active,4610,999
,Justin Hardee,CB,Active,4611,999
,Shaq Hill,WR,Active,4613,999
,Dayon Pratt,OLB,Active,4615,999
,Daniel Ross,DT,Active,4617,999
,Dee Virgin,DB,Active,4619,999
,Avery Williams,OLB,Active,4620,999
,Caleb Bluiett,TE,Active,4621,999
,Keelan Cole,WR,Active,4622,999,28.5
,Tim Cook,RB,Active,4623,999
,P.J. Davis,ILB,Active,4624,999
,Hunter Dimick,OLB,Active,4625,999
,Amba Etta-Tawo,WR,Active,4626,615.2
,Justin Horton,OLB,Active,4628,999
,Tueni Lupeamanu,DT,Active,4629,999
,I'Tavius Mathers,RB,Active,4630,999
,Charlie Miller,FS,Active,4631,999
,Carroll Phillips,DE,Active,4632,999
,Ezra Robinson,CB,Active,4633,999
,Kenneth Walker,WR,Active,4634
,Lenard Tillery,RB,Active,4636,999
,Josh Banks,DT,Active,4638,999
,Jessamen Dunker,G,Active,4639,999
,Jadar Johnson,FS,Active,4640,999
,Keeon Johnson,WR,Active,4641,999
,Jarron Jones,OL,Active,4642,999
,Calvin Munson,LB,Active,4643,999
,Colin Thompson,TE,Active,4647,285
,Nigel Tribune,CB,Active,4648,999
,Chad Wheeler,T,Active,4649,999
,Billy Brown,TE,Active,4650,999
,Corey Clement,RB,Active,4651,999,51
,Winston Craig,DE,Active,4652,999
,Randall Goforth,FS,Active,4653,999
,Cameron Johnston,P,Active,4654,999
,Tyler Orlosky,C,Active,4655,999
,Jamal Perry,CB,Active,4658,999
,Nelson Adams,DE,Active,4659,999
,Michael Davis,CB,Active,4661,999,2
,Austin Ekeler,RB,Active,4663,4.9,303.7
,Nigel Harris,ILB,Active,4664,999
,Eli Jenkins,QB,Active,4665,999
,Younghoe Koo,K,Active,4666,134.5,103
,Andre Patton,WR,Active,4669,999
,Artavis Scott,WR,Active,4670,999
,Brandon Stewart,CB,Active,4671,999
,Brad Watson,CB,Active,4672,999
,Algernon Brown,FB,Active,4673,999
,Jeremy Liggins,DT,Active,4674,999
,Darreus Rogers,WR,Active,4676,553.3
,Jordan Roos,G,Active,4677,999
,Tyrone Swoopes,TE,Active,4678,402.7
,Nick Usher,OLB,Active,4679,999
,Larry Clark,WR,Active,4680,999
,Randy Allen,OLB,Active,4682,999
,Aaron Bailey,QB,Active,4683,999
,Roubbens Joseph,OT,Active,4685,999
,Anthony Harrell,ILB,Active,4686,999
,Abner Logan,LB,Active,4687,999
,Najee Murray,CB,Active,4688,999
,Ken Ekanem,OLB,Active,4690,999
,Dante Blackmon,CB,Active,4691,999
,Tyson Graham,SS,Active,4692,999
,Andrew Wylie,G,Active,4693,999
,Jarrod Harper,SS,Active,4694,999
,Kevin Maurice,DT,Active,4695,999
,Trey Edmunds,RB,Active,4696,999
,Khalid Abdullah,RB,Active,4697,999
,Trey Robinson,FS,Active,4698,999
,Kevin Snead,WR,Active,4699,999
,Marcus McWilson,FS,Active,4700,999
,Victor Salako,T,Active,4701,999
,Jeremy Boykins,CB,Active,4702,999
,DeAngelo Brown,NT,Active,4703,999
,Tyler Ferguson,QB,Active,4704,999
,John Green,CB,Active,4705,999
,Denzel Johnson,SS,Active,4706,999
,KeVonn Mabon,WR,Active,4708,999
,Steven Moore,OT,Active,4709,999
,Gio Pascascio,WR,Active,4710,999
,Jonah Pirsig,OT,Active,4711,999
,Johnny Ragin,ILB,Active,4712,999
,C.J. Robbins,DE,Active,4713,999
,Tevin Homer,CB,Active,4714,999
,Darnell Leslie,DE,Active,4715,999
,Dan Skipper,T,Active,4716,999
,Bryce Jones,CB,Active,4717,999
,Dare Ogunbowale,RB,Active,4718,999,1
,Shakeir Ryan,WR,Active,4721,999
,Freddie Tagaloa,OT,Active,4722,999
,Justin Thomas,WR,Active,4723
,Matt Galambos,ILB,Active,4724,999
,Phazahn Odom,TE,Active,4725,999
,Nico Marley,LB,Active,4726,999
,Mitchell Paige,WR,Active,4727,999
,Bart Houston,QB,Active,4728,369.6
,Toby Baker,P,Active,4729,999
,Sam Cotton,TE,Active,4730,429.8
,Joe Bacci,FB,Active,4731,999
,A.J. Jefferson,DE,Active,4732,999
,Ezekiel Bigger,OLB,Active,4734,999
,Jordan Simone,SS,Active,4737,999
,Colby Pearson,WR,Active,4738,999
,Jack Lynn,OLB,Active,4739,999
,William Likely,CB,Active,4740,999
,Dan Arnold,TE,Active,4741,999,25.1
,Mark Spelman,G,Active,4742,999
,Daniel Gray,CB,Active,4743,999
,Barrett Burns,TE,Active,4744,999
,Daquan Holmes,FS,Active,4745,999
,Ryan Reid,CB,Active,4746,999
,Stevie Donatell,TE,Active,4747,999
,Cameron Posey,WR,Active,4749,418.3
,Lance Lenoir,WR,Active,4750,999
,Manny Abad,CB,Active,4751,999
,Fred Brown,WR,Active,4752,475.6
,Michael Dunn,OG,Active,4753,999
,Charmeachealle Moore,LB,Active,4755,999
,Kareem Are,G,Active,4760,999
,Brady Sheldon,LB,Active,4761,999
,Dane Evans,QB,Active,4767
,Greg Van Roten,OG,Active,4771,999
,Dejaun Butler,CB,Active,4772,999
,Parker Collins,C,Active,4773,999
,De'Mard Llorens,RB,Active,4774,999
,De'Chavon Hayes,RB,Active,4777,999
,Bra'Lon Cherry,WR,Active,4779,999
,Folarin Orimolade,OLB,Active,4780,999
,Malik Golden,SS,Active,4781,999
,Jake Simonich,C,Active,4782,999
,Noor Davis,OLB,Active,4783,999
,Kermit Whitfield,WR,Active,4785,999
,Jhajuan Seales,WR,Active,4786,999
,Jordan Westerkamp,WR,Active,4787,999
,Jarell Carter,CB,Active,4789,999
,Robert Wheelwright,WR,Active,4790,999
,Darius Victor,RB,Active,4791,509
,Jonathan Walton,OLB,Active,4792,999
,Peli Anau,DE,Active,4793,999
,Josh Rounds,RB,Active,4797,329
,C.J. Germany,WR,Active,4798,999
,Jeremy Faulk,DT,Active,4799,999
,Barrett Gouger,C,Active,4801,999
,Derrick Nelson,C,Active,4802,999
,Nate Iese,TE,Active,4803,999
,Darrell Brown,OT,Active,4804,999
,Pig Howard,WR,Active,4805,999
,Brandon Radcliff,RB,Active,4806,999
,Mike Estes,TE,Active,4807,999
,Maurice Swain,DT,Active,4808,999
,Brandon Greene,G,Active,4809,999
,Kwayde Miller,OT,Active,4810,999
,Austin Calitro,LB,Active,4811,999
,Terence Waugh,LB,Active,4812,999
,Marvin Bracy,WR,Active,4813,999
,De'Quan Hampton,WR,Active,4814,999
,Brian Riley,WR,Active,4815,999
,Christian French,OLB,Active,4816,999
,Jimmy Herman,OLB,Active,4817,999
,Corin Brooks,G,Active,4818,999
,Jamari Staples,WR,Active,4821,999
,Malik Foreman,CB,Active,4822,999
,Keevan Lucas,WR,Active,4823,999
,Kendall Pace,OT,Active,4826,999
,Germone Hopper,WR,Active,4827,999
,Rashard Davis,WR,Active,4828,999
,Daniel Williams,WR,Active,4829,630.3
,Austin Gearing,LB,Active,4830,999
,Justice Liggins,WR,Active,4831,999
,Andrew Price,TE,Active,4832,999
,Connor Bozick,G,Active,4833,999
,Rodney Butler,LB,Active,4834,999
,Darrius Sims,RB,Active,4835,999
,Ryan Langford,Active,4836,999
,Carlos Davis,DT,Active,4837,999
,Austin Albrecht,OL,Active,4838,999
,Mitch Leidner,QB,Active,4839,999
,Whitney Richardson,DE,Active,4841,999
,Tyquwan Glass,CB,Active,4842,999
,Willie Mays,LB,Active,4843,999
,Elijah Mitchell,CB,Active,4844,999
,Antonio Crawford,CB,Active,4845,999
,Taybor Pepper,LS,Active,4846,999
,Mikey Bart,DE,Active,4847,999
,Christian Kuntz,LS,Active,4848,999
,Armagedon Draughn,FS,Active,4849,999
,Christian Tago,OLB,Active,4850,999
,Jerod Evans,QB,Active,4853,999
,River Cracraft,WR,Active,4854,999
,Ahmad Thomas,ILB,Active,4859,999
,Jon Toth,C,Active,4860,999
,Kent Taylor,TE,Active,4861,289.5
,Josh Rosen,QB,Active,4863,999
,Zach Triner,LS,Active,4865,999
,Saquon Barkley,RB,Active,4866,10.3,259.5
,Chris Bazile,TE,Active,4874,999
,Bradley Northnagel,LS,Active,4876,999
,Drew Williams,LS,Active,4877,999
,Brandon Zylstra,WR,Active,4878,999
,Lamar Jackson,QB,Active,4881,33.6,346.7
,Collin Bevins,DE,Active,4886,999
,Ben Turk,P,Active,4890,999
,Baker Mayfield,QB,Active,4892,247.1,216.54
,Lamar Atkins,WR,Active,4895,999
,Christian Schneider,OT,Active,4898,999
,Drew Ferris,LS,Active,4899,999
,Jayrone Elliott,LB,Active,4903,999
,Kacy Rodgers,SS,Active,4906,999
,Quincy McDuffie,WR,Active,4910,999
,Quinton Schooley,C,Active,4911,999
,A.J. Hughes,P,Active,4912,999
,Aiulua Fanene,DT,Active,4913,999
,Glen Coffee,RB,Active,4914
,Michael Coe,CB,Active,4915,999
,Royce LaFrance,DE,Active,4916,999
,Daryl Virgies,RB,Active,4917,426.6
,Brock Miller,P,Active,4918,999
,Josh Latham,LS,Active,4919,999
,Dax Dellenbach,LS,Active,4920,999
,Joe Fortunato,LS,Active,4921,999
,Garrett Scantling,WR,Active,4922,443.6
,Rushel Shell,RB,Active,4923,999
,Zach Terrell,QB,Active,4924,999
,Jordan Wade,G,Active,4925,999
,Nick Schuessler,QB,Active,4926,999
,Anas Hasic,WR,Active,4928
,Ahmad Fulwood,WR,Active,4929,999
,Franko House,TE,Active,4930,999
,Austin Appleby,QB,Active,4931,999
,Nick James,DT,Active,4932,999
,Anthony McMeans,G,Active,4933,999
,Charles Walker,DT,Active,4935,999
,Skyler Howard,QB,Active,4936,999
,Al Riles,WR,Active,4937,999
,Speedy Noil,WR,Active,4938,414.4
,Roderick Henderson,DT,Active,4939,999
,DeSean Smith,TE,Active,4940,276
,Dontre Wilson,WR,Active,4941
,Marcell Ateman,WR,Active,4942,999
,Sam Darnold,QB,Active,4943,999,30.5
,Billy Price,OL,Active,4947,999
,Orlando Brown,T,Active,4948,999
,Derrius Guice,RB,Active,4949,999
,Christian Kirk,WR,Active,4950,71.9,208.7
,DJ Chark,WR,Active,4951,191.2,138.1
,Colby Wadman,P,Active,4954,999
,Nick Dooley,LS,Active,4956,999
,Moubarak Djeri,DE,Active,4957,999
,Brett Maher,K,Active,4958,612,90
,Scott Daly,LS,Active,4959,999
,Roquan Smith,LB,Active,4960,999,9
,Sony Michel,RB,Active,4962,999
,Minkah Fitzpatrick,DB,Active,4963,999,11
,Denzel Ward,CB,Active,4964,999,8
,Marcus Davenport,DE,Active,4965,999,6
,Mike McGlinchey,T,Active,4966,999
,Bradley Chubb,LB,Active,4967,999,9.5
,Tremaine Edmunds,LB,Active,4968,999,4.5
,Vita Vea,DT,Active,4969,999,9
,Quenton Nelson,OL,Active,4970,999
,Derwin James,DB,Active,4971,353,11.5
,Mason Rudolph,QB,Active,4972,999,10.66
,Hayden Hurst,TE,Active,4973,220.4,104.9
,Terrell Edmunds,DB,Active,4974,999,4
,Taven Bryan,DE,Active,4975,999
,Daron Payne,DT,Active,4976,999,8
,Isaiah Wynn,OL,Active,4977,999
,Rashaan Evans,LB,Active,4978,999
,Jaire Alexander,CB,Active,4979,999,8
,Leighton Vander Esch,LB,Active,4980,999,6
,Calvin Ridley,WR,Active,4981,37.5,236.5
,Mike Hughes,CB,Active,4982,999
,DJ Moore,WR,Active,4983,51.1,217.8
,Josh Allen,QB,Active,4984,20.9,362.76
,Rashaad Penny,RB,Active,4985,107.1,165.6
,Kolton Miller,T,Active,4986,999
,Frank Ragnow,C,Active,4987,999
,Nick Chubb,RB,Active,4988,14.1,276.2
,Austin Corbett,OL,Active,4989,999
,Shaquille Leonard,LB,Active,4990,999,6
,James Daniels,OL,Active,4991,999
,Mike Gesicki,TE,Active,4993,221.6,92.7
,Kalen Ballage,RB,Active,4994,364.4
,Ian Thomas,TE,Active,4995,999,18.3
,Kyle Lauletta,QB,Active,4996,999
,Mark Walton,RB,Active,4997,999
,DaeSean Hamilton,WR,Active,4998,999
,Josh Sweat,DE,Active,4999,999,11.5
,Chase Edmonds,RB,Active,5000,999,58.9
,Dalton Schultz,TE,Active,5001,109.2,133.3
,Maurice Hurst,DT,Active,5002,999
,Shaquem Griffin,LB,Active,5003,999
,Ito Smith,RB,Active,5004,332
,Keke Coutee,WR,Active,5007,419.9,6.7
,Durham Smythe,TE,Active,5008,999,41.3
,Chris Herndon,TE,Active,5009,999
,Will Dissly,TE,Active,5010,999,34.1
,Michael Dickson,P,Active,5011,999
,Mark Andrews,TE,Active,5012,26.8,180.4
,Anthony Miller,WR,Active,5013,999
,Joe Noteboom,OL,Active,5014,999
,Sam Hubbard,DE,Active,5015,999,10
,Malik Jefferson,LB,Active,5016,999
,Jessie Bates,DB,Active,5017,999,10
,Will Hernandez,G,Active,5018,999
,Chad Thomas,DE,Active,5019,999
,B.J. Hill,DT,Active,5020,999,5.5
,Lorenzo Carter,LB,Active,5021,999,8.5
,Dallas Goedert,TE,Active,5022,61.7,165.3
,Chukwuma Okorafor,OL,Active,5023,999
,James Washington,WR,Active,5024,999,11.9
,Ronnie Harrison,DB,Active,5025,999
,Tre'Quan Smith,WR,Active,5026,999,40
,Geron Christian,OL,Active,5027,999
,Duke Dawson,CB,Active,5028,999
,Josh Jackson,DB,Active,5029,999
,Harold Landry,LB,Active,5030,999,13.5
,Oren Burks,LB,Active,5031,999,1.5
,Jordan Akins,TE,Active,5032,999,49.1
,Dorian O'Daniel,LB,Active,5033,999
,Derrick Nnadi,DT,Active,5035,999,1
,Justin Reid,DB,Active,5036,999,4
,Breeland Speaks,DE,Active,5037,999
,Michael Gallup,WR,Active,5038,187.5,141.1
,Connor Williams,G,Active,5039,999
,Tarvarius Moore,DB,Active,5040,999
,Fred Warner,LB,Active,5041,999,8.5
,Deadrin Senat,DT,Active,5042,999
,Nathan Shepherd,DT,Active,5043,999,3
,Isaiah Oliver,CB,Active,5044,999,2.5
,Courtland Sutton,WR,Active,5045,114.5,167.8
,Royce Freeman,RB,Active,5046,999
,Brian O'Neill,T,Active,5047,999
,Isaac Yiadom,CB,Active,5048,999
,Harrison Phillips,DT,Active,5049,999,2
,Rashaan Gaulden,DB,Active,5050,999
,Donte Jackson,CB,Active,5051,999,4
,Ronald Jones,RB,Active,5052,999,53.8
,Alex Cappa,G,Active,5053,999
,Carlton Davis,CB,Active,5054,999,6
,M.J. Stewart,DB,Active,5055,999
,Jerome Baker,LB,Active,5056,999,10
,Tyquan Lewis,DE,Active,5057,999
,Kemoko Turay,DE,Active,5058,999
,Rasheem Green,DE,Active,5059,999
,Braden Smith,OL,Active,5060,999
,Uchenna Nwosu,LB,Active,5061,999,13
,Mason Cole,OL,Active,5062,999
,Justin Jones,DT,Active,5063,999,4
,Tracy Walker,DB,Active,5064,999,5
,P.J. Hall,DT,Active,5066,999
,Arden Key,DE,Active,5067,999,5
,Kerryon Johnson,RB,Active,5068,413.3
,Kylie Fitts,LB,Active,5069,999
,DeShon Elliott,DB,Active,5071,999
,Sebastian Joseph-Day,DT,Active,5073,999,7
,Ogbonnia Okoronkwo,LB,Active,5075,999
,John Kelly,RB,Active,5076,320
,Andrew Brown,DT,Active,5077,999
,Davontae Harris,CB,Active,5078,999
,Darius Phillips,CB,Active,5079,999
,Damion Ratley,WR,Active,5080,999
,Natrell Jamerson,DB,Active,5084,999
,Marquez Valdes-Scantling,WR,Active,5086,219,130.2
,JK Scott,P,Active,5087,999
,Duke Ejiofor,LB,Active,5088,999
,Mike White,QB,Active,5089,999,27.08
,Folorunso Fatukasi,DT,Active,5090,999,2
,Parry Nickerson,CB,Active,5091,999
,Troy Fumagalli,TE,Active,5092,999
,Sam Jones,G,Active,5093,999
,Ryan Izzo,TE,Active,5094,999
,Daniel Carlson,K,Active,5095,131.4,109
,Ray-Ray McCloud,WR,Active,5096,999,37.5
,Wyatt Teller,G,Active,5097,999
,Siran Neal,CB,Active,5098,999
,Jermaine Carter,LB,Active,5099,999
,Jordan Wilkins,RB,Active,5100,999
,Deon Cain,WR,Active,5101,999
,Daurice Fountain,WR,Active,5102,999
,Dylan Cantrell,TE,Active,5103,999
,Tyrell Crosby,OL,Active,5106,999
,Jaylen Samuels,RB,Active,5107,999
,Luke Falk,QB,Active,5108,999
,Javon Wims,WR,Active,5111,999
,Bo Scarbrough,RB,Active,5112,999
,Cedrick Wilson,WR,Active,5113,999,38.4
,Nick Bawden,FB,Active,5116,999
,Jordan Thomas,TE,Active,5117,999
,Jason Sanders,K,Active,5119,158.2,99
,Danny Etling,QB,Active,5120,999
,Braxton Berrios,WR,Active,5121,999,75.6
,Boston Scott,RB,Active,5122,999,57.5
,Alex McGough,QB,Active,5124,565.3
,Damoun Patterson,WR,Active,5125,347
,Austin Proehl,WR,Active,5126,999
