,pts_ppr,rank_ppr,pos_rank_ppr,full_name
,0,2873,125,Nate Sudfeld
,0,4973,511,Anthony Brown
,0,1485,55,Jake Rudock
,0,995,179,Kolby Listenbee
,0,1093,113,Blake Countess
,0,842,13,Dan Vitale
,0,247,6,Derek Watt
,0,1906,342,Cody Core
,0,3024,130,Brandon Allen
,0,3754,287,Anthony Zettel
,0,1352,157,Jordan Lucas
,0,746,30,Jeff Driskel
,0,3464,452,Kamu Grugier-Hill
,0,1606,167,Maurice Canady
,0,2642,287,Kavon Frazier
,0,1914,260,Elandon Roberts
,0,14,2,Darius Jackson
,0,539,65,Will Parks
,0,5331,551,Kevon Seymour
,0,667,123,Devin Lucien
,0,3834,297,Jonathan Woodard
,0,495,61,Stephen Weatherly
,0,2149,44,Steven Daniels
,0,2094,213,Jalen Mills
,0,501,46,Dwayne Washington
,0,962,174,Devin Fuller
,0,2531,189,Alex McCalister
,0,3445,296,Keith Marshall
,0,3759,645,Kenny Lawler
,0,1035,107,Jayron Kearse
,0,3849,402,Clayton Fejedelem
,0,3930,521,Tyler Matakevich
,0,4154,553,Joe Walker
,0,3671,313,Beau Sandland
,0,910,86,Devon Johnson
,0,391,45,Jonathan Jones
,0,453,54,Cre'Von LeBlanc
,0,435,51,Terrance Smith
,0,2184,384,Mekale McKay
,0,4015,310,Sterling Bailey
,0,5220,908,Robbie Chosen
,0,1732,129,D.J. Pettway
,0,2051,209,Ken Crawley
,0,2346,168,David Dean
,0,4324,756,Alex Erickson
,0,4736,492,Trevor Williams
,0,1306,48,Josh Woodrum
,0,118,2,Chris Swain
,0,770,96,James Burgess
,0,3698,633,Marcus Johnson
,0,3013,230,Joel Heath
,0,3450,586,Cayleb Jones
,0,2861,214,Giorgio Newberry
,0,866,21,Ka'imi Fairbairn
,0,5202,455,Josh Ferguson
,0,4130,175,Joel Stave
,0,730,18,Ross Martin
,0,809,145,Marquez North
,0,641,53,Ben Braunecker
,0,5234,62,Andrew Williamson
,0,2220,49,Taylor Bertolet
,0,2197,46,Cassanova McKinzy
,0,2362,169,Justin Zimmer
,0,2629,269,Briean Boddy-Calhoun
,0,2851,484,Keyarris Garrett
,0,3852,663,Johnny Holton
,0,5030,376,Antwaun Woods
,0,2712,464,Chris Brown
,0,5260,459,D.J. Foster
,0,2344,92,Mike Bercovici
,0,5219,446,Stephen Anderson
,0,301,22,Darion Griswold
,0,890,61,Greg Milhouse
,0,4478,792,Devon Cajuste
,0,2548,341,Romeo Okwara
,0,1238,224,Geronimo Allison
,0,2288,195,Steven Scheu
,0,4121,724,Dom Williams
,0,865,74,Ron Thompson
,0,5184,390,Aziz Shittu
,0,2523,337,Jared Norris
,0,4407,372,Jake McGee
,0,597,105,K.J. Maye
,0,3190,547,Mitch Mathews
,0,2614,194,Connor Wujciak
,0,2314,175,Roy Robertson-Harris
,0,4205,451,Kevin Peterson
,0,3531,30,Nile Lawrence-Stample
,0,2077,31,Adrian McDonald
,0,3106,317,Larry Scott
,0,5021,886,Jamaal Jones
,0,197,27,Mike Hilton
,0,1664,298,Jamal Robinson
,0,2167,242,Jarrod Wilson
,0,4221,742,Canaan Severin
,0,2469,181,Chris Jones
,0,2541,259,Ryan Smith
,0,2036,142,Austin Johnson
,0,5311,454,Bryce Williams
,0,1494,22,Tyvis Powell
,0,4874,96,Steve Longa
,0,709,71,Keith Baxter
,0,4816,847,Marken Michel
,0,2970,42,Andrew Bonnet
,0,1940,346,Chester Rogers
,0,520,94,Marcus Leak
,0,5032,520,Chris Milton
,0,2089,181,Peyton Barber
,0,228,14,Kivon Cartwright
,0,4291,2,Luke Rhodes
,0,3605,616,Dez Stewart
,0,683,66,Elie Bouka
,0,238,24,Matthias Farley
,0,174,22,Ronald Zamort
,0,555,99,Tommylee Lewis
,0,4138,322,Mitchell Loewen
,0,1744,312,Jordan Williams-Lambert
,0,4831,95,Vontarrius Dora
,0,2707,22,Calvin Heurtelou
,0,3978,305,Shaneil Jenkins
,0,52,1,David Moala
,0,1382,88,Kyle Peko
,0,4596,814,Kalif Raymond
,0,519,51,Eddie Yarbrough
,0,4173,366,Soma Vainuku
,0,1569,32,Ufomba Kamalu
,0,2293,258,Doug Middleton
,0,3033,260,Quayvon Hicks
,0,5164,439,Matt Weiser
,0,2084,372,Mike Thomas
,0,1258,227,Reggie Diggs
,0,2444,416,Valdez Showers
,0,3856,32,Cory Johnson
,0,1421,152,Devonte Johnson
,0,4788,413,J.D. McKissic
,0,345,38,Sharrod Neasman
,0,1190,94,Joshua Perkins
,0,103,13,Brian Poole
,0,3537,46,Will Ratelle
,0,731,50,Trevon Coley
,0,2073,45,Wil Lutz
,0,1343,174,Patrick Onwuasor
,0,3346,255,Michael Pierce
,0,3492,36,Don Cherry
,0,359,29,Ryan Brown
,0,2682,232,Tra Carson
,0,3681,314,J.P. Holtz
,0,1498,178,Charles Washington
,0,1179,147,Reggie Gilbert
,0,5269,396,Brian Price
,0,5290,916,Tevin Jones
,0,2299,397,Richard Mullaney
,0,1705,10,Shakeel Rashad
,0,3561,463,Brennan Scarlett
,0,1604,166,Duke Thomas
,0,1461,157,Vernon Harris
,0,1257,25,Brandon Chubb
,0,4776,361,Morgan Fox
,0,3770,493,Cory Littleton
,0,4391,464,Winston Rose
,0,1021,84,Ian Seau
,0,2409,54,Farrington Huguenin
,0,1119,117,Lafayette Pitts
,0,4661,831,Brandon Shippen
,0,5026,375,Woodrow Hamilton
,0,937,97,Andrew Adams
,0,2243,229,Donte Deayon
,0,4943,371,Julien Obioha
,0,4365,366,Jason Vander Laan
,0,484,43,Cedric O'Neal
,0,582,44,Brandin Bryant
,0,3047,64,Kevin Anderson
,0,1375,112,Demetrius Cherry
,0,4456,342,Lenny Jones
,0,795,74,Elijhaa Penny
,0,1186,30,Jon Brown
,0,1099,114,Rolan Milligan
,0,3682,391,Tre Roberson
,0,4431,387,Brandon Brown-Dukes
,0,3875,670,Marcus Tucker
,0,1846,38,Pete Robertson
,0,2415,18,Micah Awe
,0,2032,168,Alex Ellis
,0,4252,329,Iosia Iosia
,0,761,19,Aldrick Rosas
,0,4166,40,Ryan Langford
,0,2811,40,C.J. Ham
,0,554,54,Antonio Hamilton
,0,107,7,Drew Iddings
,0,2942,303,Tony McRae
,0,4070,712,Duke Williams
,0,1197,150,Wynton McManis
,0,1015,182,Jaydon Mickens
,0,4204,450,Sam Brown
,0,2756,236,Jalen Simmons
,0,5231,540,Chris Edwards
,0,3425,266,Branden Jackson
,0,2924,250,Jalen Richard
,0,1739,136,M.J. McFarland
,0,4110,442,Mariel Cooper
,0,538,1,Zach Wood
,0,3484,300,Romar Morris
,0,5017,518,Javien Elliott
,0,1101,19,Kyle Coleman
,0,200,38,Reece Horn
,0,2888,255,Garrett Griffin
,0,248,51,Marvin Hall
,0,3361,292,Eric Wallace
,0,3948,74,Sam Ficken
,0,5287,915,David Watford
,0,254,53,Kendal Thompson
,0,4798,845,Harvey Binford
,0,1530,118,Nick Truesdell
,0,4558,46,Lee Hightower
,0,1042,98,Troymaine Pope
,0,3052,232,Zamir Carlis
,0,5089,380,Tylor Harris
,0,3126,237,Jake Ceresna
,0,4071,48,Joe Powell
,0,3417,265,Jake Metz
,0,66,2,Blake Sims
,0,879,75,Jimmy Bean
,0,608,59,Leonard Fournette
,0,3491,269,Myles Garrett
,0,3319,142,Mitch Trubisky
,0,3512,147,Jacob Huesman
,0,1193,23,Alex Bazzie
,0,2910,61,Jeff Knox
,0,1751,139,Chris Briggs
,0,1149,22,Boseko Lokombo
,0,584,20,Deshaun Watson
,0,1689,149,Joe Mixon
,0,4991,226,DeShone Kizer
,0,332,33,Dalvin Cook
,0,706,91,Reuben Foster
,0,5125,438,Travis Wilson
,0,3468,267,Jonathan Allen
,0,307,23,David Njoku
,0,3506,303,Christian McCaffrey
,0,819,76,Alvin Kamara
,0,352,71,Corey Davis
,0,4577,810,Chris Godwin
,0,5294,918,John Ross
,0,2683,459,Cooper Kupp
,0,3830,660,JuJu Smith-Schuster
,0,4211,368,Joe Williams
,0,4421,189,Patrick Mahomes
,0,4192,81,Jacob Lindsey
,0,2850,292,Bradley Sylve
,0,2176,382,Cyril Grayson
,0,3178,133,Chad Kelly
,0,5226,447,Mo Alie-Cox
,0,2743,246,O.J. Howard
,0,1574,187,Jabrill Peppers
,0,2342,237,Gareon Conley
,0,2262,162,Solomon Thomas
,0,2506,252,Marshon Lattimore
,0,4941,223,Davis Webb
,0,4099,546,Haason Reddick
,0,5250,396,Derek Barnett
,0,3285,285,Evan Engram
,0,202,24,Jarrad Davis
,0,3427,583,Mike Williams
,0,2615,195,Takk McKinley
,0,3789,497,T.J. Watt
,0,2632,270,Marlon Humphrey
,0,3740,402,Tre'Davious White
,0,4475,344,Taco Charlton
,0,2745,298,Malik Hooker
,0,1319,169,Charles Harris
,0,2007,30,Jamal Adams
,0,5020,516,Adoree' Jackson
,0,390,44,Kevin King
,0,2192,385,Zay Jones
,0,4294,445,Budda Baker
,0,4459,786,Curtis Samuel
,0,2420,242,Sidney Jones
,0,5124,679,Tyus Bowser
,0,1745,137,Adam Shaheen
,0,462,39,DeMarcus Walker
,0,3793,397,Teez Tabor
,0,4321,458,Quincy Wilson
,0,973,71,Gerald Everett
,0,3625,474,Raekwon McMillan
,0,3287,354,Marcus Williams
,0,3895,296,Dalvin Tomlinson
,0,47,5,Marcus Maye
,0,2327,166,Malik McDowell
,0,537,10,Justin Evans
,0,2228,302,Ryan Anderson
,0,985,94,Kareem Hunt
,0,1643,221,Duke Riley
,0,4463,592,Tim Williams
,0,1728,110,Chris Wormley
,0,1653,126,Daeshon Hall
,0,1771,134,Jordan Willis
,0,5033,377,Larry Ogunjobi
,0,1966,199,Chidobe Awuzie
,0,3644,621,Carlos Henderson
,0,1280,143,Josh Jones
,0,1161,144,Zach Cunningham
,0,4316,379,D'Onta Foreman
,0,1267,105,Tarell Basham
,0,2275,171,Dawuane Smoot
,0,136,10,Tanoh Kpassagnon
,0,507,48,Derek Rivers
,0,5034,666,Alex Anzalone
,0,4363,456,Obi Melifonwu
,0,927,62,Eddie Vanderdoes
,0,735,74,Ahkello Witherspoon
,0,3073,526,Taywan Taylor
,0,3028,310,Fabian Moreau
,0,4783,216,C.J. Beathard
,0,5093,893,Chad Williams
,0,3136,321,Jourdan Lewis
,0,3988,697,Kenny Golladay
,0,2674,201,Montravius Adams
,0,512,60,John Johnson
,0,4585,482,Cordrea Tankersley
,0,4227,328,Trey Hendrickson
,0,4226,452,Rasul Douglas
,0,4183,367,James Conner
,0,370,42,Cameron Sutton
,0,233,47,Amara Darboh
,0,2513,253,Shaquill Griffin
,0,3124,340,Delano Hill
,0,1124,85,Jonnu Smith
,0,3599,468,Vince Biegel
,0,1515,270,Dede Westbrook
,0,2190,191,Samaje Perine
,0,3555,273,Carl Lawson
,0,589,57,Jamaal Williams
,0,494,45,Wayne Gallman
,0,2368,205,Jake Butt
,0,304,31,Marlon Mack
,0,3805,324,Jordan Leggett
,0,4520,392,Tarik Cohen
,0,74,7,Eddie Jackson
,0,796,55,Ryan Glasgow
,0,1365,242,Josh Malone
,0,2590,264,Howard Wilson
,0,3482,593,Ryan Switzer
,0,413,46,Jalen Reeves-Maybin
,0,944,79,Carlos Watkins
,0,3517,272,Grover Stewart
,0,2517,429,Jehu Chesson
,0,4338,334,Samson Ebukam
,0,3545,604,Josh Reynolds
,0,1237,156,Ben Gedeon
,0,4111,307,Jaleel Johnson
,0,3059,232,Deatrich Wise
,0,2908,494,Chad Hansen
,0,2820,474,Mack Hollins
,0,2764,116,Joshua Dobbs
,0,1304,145,Rayshawn Jenkins
,0,3081,331,Tedric Thompson
,0,4651,54,Montae Nicholson
,0,2494,104,Nathan Peterman
,0,4439,375,Bucky Hodges
,0,692,65,T.J. Logan
,0,2388,207,Brian Hill
,0,1213,130,Damontae Kazee
,0,3071,272,Eric Saubert
,0,647,81,Matt Milano
,0,2654,274,Corn Elder
,0,3966,75,Jake Elliott
,0,1620,289,Isaiah McKenzie
,0,1275,230,Jamal Agnew
,0,1777,153,Aaron Jones
,0,4637,825,DeAngelo Yancey
,0,3128,320,Nate Hairston
,0,898,115,Anthony Walker
,0,397,44,Ukeme Eligwe
,0,2737,204,Davon Godchaux
,0,3006,508,Rodney Adams
,0,4923,368,Avery Moss
,0,3263,426,Marquel Lee
,0,3836,503,Nate Gerry
,0,4809,846,Shelton Gibson
,0,4993,515,Brian Allen
,0,5236,541,Desmond King
,0,2572,227,George Kittle
,0,1980,348,Trent Taylor
,0,4228,370,Jeremy McNichols
,0,1920,264,Jayon Brown
,0,2482,215,Jeremy Sprinkle
,0,2575,282,Rudy Ford
,0,3308,356,Chuck Clark
,0,4002,528,Tanner Vallejo
,0,3812,49,Alex Armah
,0,4904,104,Harrison Butker
,0,4218,560,Jordan Evans
,0,1680,129,Mason Schreck
,0,113,10,Brandon Wilson
,0,1853,141,Caleb Brantley
,0,3881,73,Zane Gonzalez
,0,12,4,Noah Brown
,0,2613,193,Jordan Carrell
,0,872,60,Joey Ivie
,0,32,3,Marquez White
,0,2819,307,Xavier Woods
,0,719,61,Jeremiah Ledbetter
,0,3699,283,Pat O'Connor
,0,4330,54,Sam Rogers
,0,3757,288,Tanzel Smart
,0,262,56,Isaiah Ford
,0,3208,243,Vincent Taylor
,0,1432,190,Elijah Lee
,0,3587,276,Ifeadi Odenigbo
,0,2912,35,Jack Tocho
,0,2637,198,Al-Quadin Muhammad
,0,3493,301,Elijah McGuire
,0,2777,207,Treyvon Hester
,0,3394,41,Shalom Luani
,0,2289,165,Elijah Qualls
,0,1415,28,Keion Adams
,0,2759,207,Isaac Rochell
,0,3131,270,Chris Carson
,0,1870,336,David Moore
,0,1348,155,Adrian Colbert
,0,4172,309,D.J. Jones
,0,4659,623,Pita Taumoepenu
,0,1878,15,Stevie Tu'ikolovatu
,0,2566,222,Khalfani Muhammad
,0,3582,610,Robert Davis
,0,4658,622,Josh Harvey-Clemons
,0,4690,836,Ishmael Zamora
,0,862,13,Marcelis Branch
,0,3299,350,Deante Burton
,0,3835,38,Jarnor Jones
,0,2758,467,Josh Magee
,0,4860,57,Quincy Mauger
,0,2898,34,Jordan Moore
,0,199,1,Chris Odom
,0,1858,162,Tyler Renew
,0,2515,254,Taylor Reynolds
,0,887,14,Deron Washington
,0,2419,209,Scott Orndoff
,0,904,15,Terrish Webb
,0,2432,325,Jermaine Grace
,0,1848,11,Kevin Davis
,0,442,35,Johnny Mundt
,0,2411,180,Casey Sayles
,0,2008,42,Sae Tautu
,0,412,83,Zach Pascal
,0,206,39,James Quick
,0,3857,337,Dalton Crossan
,0,2027,166,Darrell Daniels
,0,3768,647,Trey Griffey
,0,2239,188,Bug Howard
,0,1910,158,Colin Jeter
,0,1210,217,Jerome Lane
,0,4967,877,JoJo Natson
,0,5160,387,Jhaustin Thomas
,0,2333,91,P.J. Walker
,0,2449,184,Christian Brown
,0,2311,399,Levern Jacobs
,0,4513,346,Ondre Pipkins
,0,1987,349,C.J. Board
,0,1003,7,Omarius Bryant
,0,844,77,Taquan Mizzell
,0,2066,30,Ricky Ortiz
,0,3662,624,Tim Patrick
,0,1923,265,Donald Payne
,0,2558,36,Patrick Ricard
,0,2276,16,Ben Boulware
,0,3358,257,Bryan Cox
,0,2830,476,Austin Duke
,0,3313,353,Cole Luke
,0,296,63,Fred Ross
,0,2991,268,Cethan Carter
,0,3068,525,Karel Hamilton
,0,1905,26,Darrin Laufasa
,0,2973,503,Monty Madaris
,0,5108,675,Hardy Nickerson
,0,2887,218,Josh Tupou
,0,2852,244,Stanley Williams
,0,269,2,Cody Heiman
,0,2521,220,Taysom Hill
,0,2225,162,Izaah Lunsford
,0,483,37,Aaron Peck
,0,5201,454,Kalif Phillips
,0,3244,342,Larry Hope
,0,2332,403,Malcolm Lewis
,0,367,30,Cameron Malveaux
,0,3324,67,Praise Martin-Oguike
,0,3433,364,Torry McTyer
,0,5295,919,Drew Morgan
,0,470,42,Joby Saint Fleur
,0,688,75,Maurice Smith
,0,24,6,Damore'ea Stringfellow
,0,3270,246,Tashawn Bower
,0,532,6,Dylan Bradley
,0,3220,241,Caleb Kidder
,0,3442,144,Wes Lunt
,0,616,55,Sam McCaskill
,0,2593,225,Terrell Newby
,0,2280,192,Josiah Price
,0,573,57,Horace Richardson
,0,194,37,R.J. Shelton
,0,2213,14,Shaan Washington
,0,2529,339,Eric Wilson
,0,2195,19,Josh Augusta
,0,4571,338,Adam Butler
,0,3203,550,Austin Carr
,0,1445,29,Brooks Ellis
,0,4203,738,Cody Hollister
,0,5087,435,Jacob Hollister
,0,4920,53,David Jones
,0,627,75,Harvey Langi
,0,1437,154,Kenny Moore
,0,284,31,Dwayne Thomas
,0,1808,26,Jason Thompson
,0,1252,19,Damarius Travis
,0,3370,260,Corey Vereen
,0,3156,542,Brisly Estime
,0,895,67,Anthony Firkser
,0,4414,339,Patrick Gamble
,0,4251,52,Connor Harris
,0,2116,214,Breon Borders
,0,2692,204,Paul Boyette
,0,1137,95,Fadol Brown
,0,4302,357,Pharaoh Brown
,0,478,49,Anthony Cioffi
,0,4668,833,Keon Hatcher
,0,2125,32,Chris Humes
,0,386,5,Rickey Jefferson
,0,5315,707,Nicholas Morrow
,0,1536,276,Victor Bolden
,0,1748,313,Kendrick Bourne
,0,3471,299,Matt Breida
,0,4148,729,K.D. Cannon
,0,4103,441,Zach Franklin
,0,4546,86,Jimmie Gilbert
,0,2647,230,Tyler McCloskey
,0,583,19,Nick Mullens
,0,1586,9,Donavin Newsom
,0,2061,143,Noble Nwachukwu
,0,3683,315,Antony Auclair
,0,4697,90,Richie Brown
,0,2435,246,Reese Fleming
,0,4445,45,Alex Gray
,0,1387,53,Sefo Liufau
,0,3384,358,Greg Mabin
,0,1894,12,Paul Magloire
,0,3557,376,Jonathan Moxey
,0,5084,891,Thomas Sperbeck
,0,2904,493,Bobo Wilson
,0,2562,188,Gabriel Mass
,0,4225,562,Josh Letuligasenoa
,0,3487,43,Raysean Pringle
,0,2301,197,William Stanback
,0,4824,94,David Talley
,0,2210,7,Aaron Taylor
,0,2875,33,Devin Chappell
,0,1847,334,Gehrig Dieter
,0,510,39,Wyatt Houston
,0,4484,793,Marcus Kemp
,0,4610,484,Ashton Lampkin
,0,128,25,Alonzo Moore
,0,4730,491,J.R. Nelson
,0,1396,22,Jordan Sterns
,0,3064,523,Tony Stevens
,0,3841,416,Aarion Penton
,0,5333,398,Devaroe Lawrence
,0,3559,378,Arthur Maulet
,0,10,1,John Robinson-Woodgett
,0,4867,855,Gabe Marks
,0,3787,76,Chris Casher
,0,1170,99,Francis Kallon
,0,1001,4,Keith Kelsey
,0,372,4,Chanceller James
,0,1775,317,B.J. Johnson
,0,3376,257,Ricky Ali'ifua
,0,3755,330,Devine Redding
,0,368,75,Travin Dural
,0,2626,196,Evan Panfil
,0,3653,45,Ironhead Gallon
,0,913,165,Krishawn Hogan
,0,4511,194,Trevor Knight
,0,5301,548,Ryan Lewis
,0,2477,214,Ricky Seals-Jones
,0,4186,449,Sojourn Shelton
,0,1684,148,James Summers
,0,2989,266,Steven Wroblewski
,0,1025,79,Jason Croom
,0,1314,119,Jordan Johnson
,0,565,42,Marquavius Lewis
,0,5175,61,B.T. Sanders
,0,1491,160,Marcus Sayles
,0,4960,875,Daikiel Shorts
,0,3847,327,Keith Towbridge
,0,1813,118,Nigel Williams
,0,5132,443,Joel Bouagnon
,0,3303,4,Rashaad Coward
,0,3252,66,Hendrick Ekpe
,0,4412,778,Tanner Gentry
,0,2254,307,Isaiah Irving
,0,4818,101,Andy Phillips
,0,2370,51,Alex Scearce
,0,1390,21,Freddie Stevenson
,0,2783,371,B.J. Bello
,0,4158,554,Ladell Fleming
,0,212,28,J.D. Harmon
,0,2896,296,Alvin Hill
,0,933,118,Jamal Marcus
,0,3177,279,Taylor McNamara
,0,1307,147,Kai Nacua
,0,4410,44,Kenneth Olugbode
,0,2442,182,Karter Schult
,0,4263,453,Channing Stribling
,0,2650,197,Woody Baron
,0,5170,902,Brian Brown
,0,2199,47,Kennan Gilchrist
,0,3814,325,Blake Jarwin
,0,3848,506,Joe Jones
,0,4583,203,Cooper Rush
,0,4604,87,Lucas Wacha
,0,4786,49,Dante Barnett
,0,4642,88,Deon Hollins
,0,5070,890,Anthony Nash
,0,3210,335,Dontrell Nelson
,0,741,29,Kyle Sloter
,0,4381,338,Shakir Soto
,0,3760,46,Orion Stewart
,0,4402,371,Brandon Barnes
,0,5139,385,Alex Barrett
,0,300,64,Dontez Ford
,0,3443,584,Michael Rector
,0,2246,388,Noel Thomas
,0,2799,284,Josh Thornton
,0,3075,273,Robert Tonyan
,0,2763,208,Jeremiah Valoaga
,0,2994,227,Eli Ankou
,0,2603,231,Evan Baylis
,0,631,77,Dylan Cole
,0,1337,50,Zach Conque
,0,4748,358,T.J. Daniel
,0,3949,302,Matthew Godin
,0,1296,234,Deante' Gray
,0,1954,198,Justin Hardee
,0,2974,504,Shaq Hill
,0,1206,24,Dayon Pratt
,0,2786,209,Daniel Ross
,0,2826,39,Malik Smith
,0,3538,381,Dee Virgin
,0,1706,34,Avery Williams
,0,1830,150,Caleb Bluiett
,0,2624,451,Keelan Cole
,0,420,35,Tim Cook
,0,1102,5,P.J. Davis
,0,4813,93,Hunter Dimick
,0,1650,295,Amba Etta-Tawo
,0,2686,59,Justin Horton
,0,3689,284,Tueni Lupeamanu
,0,4769,412,I'Tavius Mathers
,0,1962,24,Charlie Miller
,0,2242,164,Carroll Phillips
,0,3117,319,Ezra Robinson
,0,2097,182,Lenard Tillery
,0,567,56,DaShaun Amos
,0,4721,349,Josh Banks
,0,2580,29,Jadar Johnson
,0,2918,496,Keeon Johnson
,0,2292,2,Jarron Jones
,0,291,35,Calvin Munson
,0,2557,192,Evan Schwan
,0,157,10,Colin Thompson
,0,1407,149,Nigel Tribune
,0,2796,251,Billy Brown
,0,548,51,Corey Clement
,0,3001,228,Winston Craig
,0,2705,32,Randall Goforth
,0,786,82,Jamal Perry
,0,5042,380,Nelson Adams
,0,3201,280,Sean Culkin
,0,127,15,Michael Davis
,0,3910,340,Austin Ekeler
,0,3440,34,Nigel Harris
,0,2978,129,Eli Jenkins
,0,4835,102,Younghoe Koo
,0,2945,63,Charmeachealle Moore
,0,3325,434,James Onwualu
,0,4357,764,Andre Patton
,0,295,62,Artavis Scott
,0,2685,276,Brandon Stewart
,0,4175,447,Brad Watson
,0,5168,62,Algernon Brown
,0,1047,72,Jeremy Liggins
,0,2473,421,Darreus Rogers
,0,3476,300,Tyrone Swoopes
,0,3964,79,Nick Usher
,0,1533,275,Larry Clark
,0,1819,37,Randy Allen
,0,740,28,Aaron Bailey
,0,3489,35,Anthony Harrell
,0,2734,361,Abner Logan
,0,4180,448,Najee Murray
,0,3621,387,Jamal Carter
,0,3677,74,Ken Ekanem
,0,3792,410,Dante Blackmon
,0,1347,20,Tyson Graham
,0,4273,50,Jarrod Harper
,0,4281,318,Kevin Maurice
,0,4170,365,Trey Edmunds
,0,5036,434,Khalid Abdullah
,0,98,3,Trey Robinson
,0,2847,482,Kevin Snead
,0,1072,20,Marcus McWilson
,0,340,37,Jeremy Boykins
,0,2431,20,DeAngelo Brown
,0,3257,135,Tyler Ferguson
,0,691,67,John Green
,0,1613,23,Denzel Johnson
,0,3130,538,KeVonn Mabon
,0,4794,844,Gio Pascascio
,0,5267,52,Johnny Ragin
,0,3765,289,C.J. Robbins
,0,3862,419,Tevin Homer
,0,4023,312,Darnell Leslie
,0,886,96,Bryce Jones
,0,958,91,Dare Ogunbowale
,0,1683,302,Shakeir Ryan
,0,2754,21,Matt Galambos
,0,3172,278,Phazahn Odom
,0,1449,191,Nico Marley
,0,106,21,Mitchell Paige
,0,2183,87,Bart Houston
,0,1164,90,Sam Cotton
,0,176,5,Joe Bacci
,0,3670,280,A.J. Jefferson
,0,5024,428,Alex Gray
,0,1010,20,Ezekiel Bigger
,0,3620,278,Alex Jenkins
,0,4447,82,Eric Nzeocha
,0,1943,27,Jordan Simone
,0,3498,597,Colby Pearson
,0,3911,78,Jack Lynn
,0,884,95,William Likely
,0,124,8,Dan Arnold
,0,1224,130,Daniel Gray
,0,4660,396,Barrett Burns
,0,2584,30,Daquan Holmes
,0,5241,538,Ryan Reid
,0,1636,126,Stevie Donatell
,0,1526,273,Cameron Posey
,0,540,97,Lance Lenoir
,0,1322,140,Manny Abad
,0,2315,401,Fred Brown
,0,3572,465,Charmeachealle Moore
,0,654,83,Brady Sheldon
,0,578,46,Adam Zaruba
,0,1359,143,Dejaun Butler
,0,1043,99,De'Mard Llorens
,0,2744,112,David Olson
,0,2675,231,De'Chavon Hayes
,0,138,28,Bra'Lon Cherry
,0,794,13,Folarin Orimolade
,0,4369,51,Malik Golden
,0,4544,85,Noor Davis
,0,4471,790,Kermit Whitfield
,0,1546,278,Jhajuan Seales
,0,35,8,Jordan Westerkamp
,0,4020,436,Jarell Carter
,0,2496,426,Robert Wheelwright
,0,3414,290,Darius Victor
,0,2391,52,Jonathan Walton
,0,769,67,Peli Anau
,0,4379,186,Tommy Armstrong Jr.
,0,4737,406,Josh Rounds
,0,4932,870,C.J. Germany
,0,3672,283,Jeremy Faulk
,0,2011,165,Nate Iese
,0,798,141,Pig Howard
,0,1300,117,Brandon Radcliff
,0,545,43,Mike Estes
,0,146,14,Maurice Swain
,0,1008,130,Austin Calitro
,0,104,10,Terence Waugh
,0,5218,907,Marvin Bracy
,0,5097,894,De'Quan Hampton
,0,591,104,Brian Riley
,0,1483,31,Christian French
,0,5076,99,Jimmy Herman
,0,4918,866,Jamari Staples
,0,392,45,Malik Foreman
,0,1056,190,Keevan Lucas
,0,3185,546,Germone Hopper
,0,5296,920,Rashard Davis
,0,3631,619,Daniel Williams
,0,3280,430,Austin Gearing
,0,2456,419,Justice Liggins
,0,2684,240,Andrew Price
,0,4434,587,Rodney Butler
,0,3709,320,Darrius Sims
,0,2151,154,Carlos Davis
,0,2461,101,Mitch Leidner
,0,3769,407,Reese Fleming
,0,208,18,Whitney Richardson
,0,3025,309,Tyquwan Glass
,0,177,18,Willie Mays
,0,3612,384,Elijah Mitchell
,0,1929,194,Antonio Crawford
,0,5207,393,Mikey Bart
,0,4592,3,Christian Kuntz
,0,925,16,Armagedon Draughn
,0,2235,48,Christian Tago
,0,1026,40,Jerod Evans
,0,1816,325,River Cracraft
,0,3188,30,Ahmad Thomas
,0,837,65,Kent Taylor
,0,3656,153,Josh Rosen
,0,2878,254,Jevoni Robinson
,0,3437,294,Saquon Barkley
,0,4560,389,Chris Bazile
,0,1802,323,Brandon Zylstra
,0,4239,183,Lamar Jackson
,0,3100,233,Collin Bevins
,0,4187,178,Baker Mayfield
,0,1970,347,Lamar Atkins
,0,1404,183,Jayrone Elliott
,0,1144,16,Kacy Rodgers
,0,2,2,Quincy McDuffie
,0,4898,365,Aiulua Fanene
,0,4836,502,Michael Coe
,0,1089,88,Royce LaFrance
,0,45,12,Daryl Virgies
,0,1568,282,Garrett Scantling
,0,4741,407,Rushel Shell
,0,2547,105,Zach Terrell
,0,3633,151,Nick Schuessler
,0,1335,110,Deondre Barnett
,0,3401,580,Ahmad Fulwood
,0,2355,203,Franko House
,0,1877,73,Austin Appleby
,0,5187,392,Nick James
,0,1450,258,Jalen Williams
,0,312,24,Charles Walker
,0,85,3,Skyler Howard
,0,1215,218,Al Riles
,0,1271,229,Speedy Noil
,0,2549,187,Roderick Henderson
,0,1024,78,DeSean Smith
,0,1517,271,Marcell Ateman
,0,4995,227,Sam Darnold
,0,4878,419,Derrius Guice
,0,1763,315,Christian Kirk
,0,1550,279,DJ Chark
,0,4866,366,Moubarak Djeri
,0,526,10,Brett Maher
,0,2835,379,Roquan Smith
