,pts_ppr,rank_ppr,pos_rank_ppr,full_name
,0,2906,249,Jacques Patrick
,0,2014,29,Alec Ingold
,0,4693,209,Jake Browning
,0,2901,248,Wes Hills
,0,4208,327,John Cominsky
,0,313,25,Quinnen Williams
,0,4817,644,Devin White
,0,1333,87,Christian Wilkins
,0,2178,221,Greedy Williams
,0,260,21,Montez Sweat
,0,5127,385,Jeffery Simmons
,0,418,33,Irv Smith
,0,2827,289,Joejuan Williams
,0,3451,366,Rock Ya-Sin
,0,2070,144,Jerry Tillery
,0,4745,409,Devin Singletary
,0,2078,281,Mack Wilson
,0,4588,610,Oshane Ximines
,0,1298,107,Chase Winovich
,0,1762,14,Gerald Willis
,0,1139,142,D'Andre Walker
,0,1527,58,Jarrett Stidham
,0,5312,455,Tommy Sweeney
,0,3536,372,Saivion Smith
,0,175,12,Jace Sternberger
,0,173,14,Kendall Sheffield
,0,3411,447,Drue Tranquill
,0,2742,245,Caleb Wilson
,0,73,11,Marvell Tell
,0,2345,202,Trayveon Williams
,0,2772,302,Juan Thornhill
,0,4757,403,Kaden Smith
,0,2441,99,Clayton Thorson
,0,522,95,Preston Williams
,0,600,107,Darius Slayton
,0,541,50,Miles Sanders
,0,1388,162,Khari Willis
,0,3935,344,Dexter Williams
,0,1733,309,David Sills
,0,733,130,Jaylen Smith
,0,1764,152,Benny Snell
,0,446,38,Renell Wren
,0,3732,325,Mike Weber
,0,3413,33,Josiah Tauaefa
,0,2134,185,L.J. Scott
,0,3353,571,Alex Wesley
,0,2538,222,Kahale Warring
,0,2872,487,Antoine Wesley
,0,2499,215,Jordan Scarlett
,0,3968,692,John Ursua
,0,1466,130,James Williams
,0,3596,73,Darrell Williams
,0,4411,777,Cody Thompson
,0,1192,18,Evan Worthington
,0,53,2,Chris Slayton
,0,968,93,Kerrith Whyte
,0,4895,653,Cameron Smith
,0,3479,268,Khalen Saunders
,0,1979,169,Darwin Thompson
,0,3822,500,Jahlani Tavai
,0,2436,247,Darius Williams
,0,353,27,Trevon Wesco
,0,3903,424,Jordan Wyatt
,0,4084,539,Andrew Van Ginkel
,0,2063,230,Derrek Thomas
,0,3809,159,Easton Stick
,0,4106,306,Armon Watts
,0,3077,265,Aca'Cedric Ware
,0,2323,34,Sutton Smith
,0,1022,19,Zedrick Woods
,0,2019,44,Chris Blewitt
,0,4787,99,Cole Murphy
,0,3990,698,Damon Sheehy-Guiseppi
,0,4956,428,Christian Wade
,0,1922,1,Durval Queiroz Neto
,0,3933,300,Andrew Ankrah
,0,636,9,Jakob Johnson
,0,2578,223,Valentine Holmes
,0,4581,202,Brandon Silvers
,0,5128,60,Cody Brown
,0,4775,56,Jordan Martin
,0,424,6,Elliott Fry
,0,1784,318,Ishmael Hyman
,0,1240,137,Darnell Savage
,0,1084,139,Sione Takitaki
,0,4859,648,Quincy Williams
,0,1219,132,Ugo Amadi
,0,1430,188,Blake Cashman
,0,4466,594,E.J. Speed
,0,3205,60,Austin Seibert
,0,1409,184,Cole Holcomb
,0,2022,229,Ka'dar Hollman
,0,2670,456,Juwann Winfree
,0,5146,100,Kahzin Daniels
,0,4846,504,Rashard Causey
,0,3276,560,Nick Easley
,0,3980,47,Adarius Pickett
,0,1456,30,Malik Carney
,0,1059,8,Javier Edwards
,0,46,1,John Lovett
,0,4862,505,Jalin Burrell
,0,60,4,Matt Sokol
,0,2900,492,Deonte Harty
,0,1866,122,Kyle Phillips
,0,4830,417,Travon McMillian
,0,4072,171,Wilton Speight
,0,2577,228,Tyree Mayfield
,0,1095,196,Malik Taylor
,0,1242,131,Chris Westry
,0,3412,361,Brandon Rusnak
,0,4073,358,Jeremy Cox
,0,4260,748,Jason Moore
,0,4871,856,Trevion Thompson
,0,4653,89,Josh Corcoran
,0,956,65,Reggie Howard
,0,638,11,Chris Peace
,0,4198,556,Elijah Zeise
,0,699,68,Kemon Hall
,0,4299,456,Bradford Lemmons
,0,1251,133,Rodney Randle
,0,2138,237,Roderic Teamer
,0,2045,207,Nik Needham
,0,4937,424,Darnell Holland
,0,4631,394,Jake Powell
,0,1204,215,Reggie White
,0,4354,335,Jeremiah Harris
,0,3963,337,Trevor Wood
,0,3249,245,Jay Hayes
,0,2217,161,Chris Nelson
,0,4536,477,Alexander Myres
,0,1767,25,Dravon Askew-Henry
,0,3022,57,Matthew Wright
,0,1364,51,Kyle Shurmur
,0,3215,552,Olamide Zaccheaus
,0,994,81,Gerri Green
,0,965,66,P.J. Johnson
,0,5195,442,Brandon Dillon
,0,3872,420,Corey Ballentine
,0,611,69,Marcus Epps
,0,2284,257,Xavier Crawford
,0,1582,163,Tim Harris
,0,4467,788,Marcus Green
,0,3783,396,Duke Shelley
,0,1899,340,Scott Miller
,0,3204,350,Donovan Wilson
,0,440,39,Cullen Gillaspia
,0,2173,295,Ty Summers
,0,1477,196,Quinton Bell
,0,405,7,Chandler Cox
,0,680,64,Stephen Denmark
,0,2893,219,Cortez Broughton
,0,1261,141,Nick Scott
,0,1481,197,Kaden Elliss
,0,1143,96,Michael Dogbe
,0,4814,5,Patrick Mekari
,0,918,117,Jordan Kunaszyk
,0,1451,109,Ian Bunting
,0,2999,36,Austin Exford
,0,5000,516,Tae Hayes
,0,504,47,Patrick Laird
,0,2738,206,Myquon Stout
,0,3971,429,Cam Lewis
,0,3051,403,Tyrel Dodson
,0,1580,211,Juwan Foggie
,0,4018,169,Jacob Dolegala
,0,1185,111,Jordan Ellis
,0,1685,24,Tyree Kinnel
,0,4460,787,Jonathan Duhart
,0,701,60,Tim Ward
,0,1406,249,Xavier Ubosi
,0,4950,424,Andrew Beck
,0,1666,199,Malik Gant
,0,2877,217,Fredrick Jones
,0,4771,38,Trevon Sanders
,0,622,10,Jamey Mosley
,0,2949,304,Kyron Brown
,0,529,62,John Battle
,0,3286,38,Santos Ramirez
,0,5074,98,Koa Farmer
,0,344,39,Dylan Mabin
,0,3242,340,Keisean Nixon
,0,2338,201,Damarea Crockett
,0,2789,210,Walter Palmore
,0,217,3,Jesse Aniebonam
,0,1888,16,Johnny Dwight
,0,452,5,Ira Savage-Lewis
,0,3969,304,Jamal Davis
,0,2470,332,Chase Middleton
,0,2726,8,Dexter Wright
,0,4501,797,Stephen Louis
,0,4853,220,Manny Wilkins
,0,2805,285,Picasso Nelson
,0,1104,90,Durrant Miles
,0,3115,236,Yurik Bethune
,0,2735,20,Tre' Crawford
,0,1785,241,Del'Shawn Phillips
,0,3883,422,Jayson Stanley
,0,5035,59,Parker Baldwin
,0,5188,14,Corrion Ballard
,0,4056,535,Troy Reeder
,0,2696,292,Nate Meadors
,0,4331,44,Micah Abernathy
,0,2938,62,Dante Booker
,0,1473,262,Shawn Bane
,0,4750,842,Kahlil Lewis
,0,834,150,C.J. Worton
,0,3806,655,Raphael Leonard
,0,3228,555,Dredrick Snelson
,0,3819,658,Michael Walker
,0,2278,392,Papi White
,0,1700,133,Carson Meier
,0,3410,262,Andrew Williams
,0,4325,325,Roderick Young
,0,2294,173,Shane Bowman
,0,4060,81,Khairi Clark
,0,3042,518,Damion Jeanpiere
,0,3919,162,Drew Anderson
,0,20,4,Xavier Turner
,0,4113,720,A.J. Richardson
,0,5227,448,Drew Belcher
,0,4566,390,Jerome Washington
,0,258,4,James Folston
,0,3002,229,Immanuel Turner
,0,1635,13,Miles Brown
,0,3733,48,Khari Blasingame
,0,4662,832,Davion Davis
,0,5179,904,Alexander Hollins
,0,4857,359,Tito Odenigbo
,0,653,58,Anree Saint-Amour
,0,663,121,Justin Sumpter
,0,3223,278,Matt Colburn
,0,4315,755,Alex Bachman
,0,239,49,Nsimba Webster
,0,4976,426,Romello Brooker
,0,3869,330,Keenen Brown
,0,4562,337,Marquise Copeland
,0,1560,98,Tyrell Thompson
,0,4069,711,Johnathan Lloyd
,0,2971,502,Romell Guerrier
,0,4911,865,Trinity Benson
,0,3950,336,Austin Fort
,0,2307,43,Jaylen Johnson
,0,1955,271,Ahmad Gooden
,0,1758,141,Kano Dillon
,0,1226,101,Ryan Bee
,0,2119,375,T.J. Rahming
,0,4901,861,Steven Sims
,0,4282,319,Boogie Roberts
,0,3155,327,Ken Webster
,0,1418,168,Andrew Wingard
,0,3165,346,P.J. Locke
,0,4116,721,Jon'Vea Johnson
,0,3684,629,Jalen Guyton
,0,4356,88,Ricky Walker
,0,354,29,Daniel Wise
,0,149,30,Ashton Dulin
,0,3618,386,J.T. Hassell
,0,356,43,Curtis Bolton
,0,4979,512,Nydair Rouse
,0,4735,635,Otaro Alaka
,0,1317,27,Silas Stewart
,0,943,15,George Aston
,0,3931,522,Malik Reed
,0,1678,301,Kelvin McKnight
,0,1244,97,Hale Hentges
,0,273,22,Jordan Thompson
,0,2132,151,Johnny Robinson
,0,777,32,Eric Dungey
,0,2297,17,Nate Harvey
,0,1310,118,Jon Hilliman
,0,2936,218,Jarrell Owens
,0,4295,376,Darrin Hall
,0,1766,316,Dorian Baker
,0,1716,69,David Blough
,0,544,42,Stephen Carlson
,0,1328,239,D.J. Montgomery
,0,5229,910,Sean Modster
,0,3455,298,Cole Herdman
,0,5346,459,Ellis Richardson
,0,1887,34,Lawrence Marshall
,0,3833,661,Thomas Ives
,0,33,1,Daryle Banfield
,0,3283,249,Jonathan Harris
,0,222,43,Matthew Eaton
,0,4268,355,Davis Koppenhaver
,0,2319,314,Justin Phillips
,0,5186,536,D'Angelo Ross
,0,992,19,Markus Jones
,0,2434,55,Michael Onuoha
,0,4573,607,Azeez Al-Shaair
,0,2310,198,Charles Scarff
,0,1832,119,Kalil Morris
,0,5136,236,Taryn Christion
,0,3645,312,Mik'Quan Deane
,0,3352,286,Adam Choice
,0,4212,739,Terry Wright
,0,2926,261,Justin Johnson
,0,1312,86,Bryan Mone
,0,3246,28,Jay-Tee Tiuli
,0,5012,107,Cole Hedlund
,0,1201,126,Tenny Adewusi
,0,2376,319,Willie Harvey
,0,187,25,Jhavonte Dean
,0,3311,251,Sterling Shippy
,0,5194,441,C.J. Conrad
,0,4346,380,Trayone Gray
,0,1941,40,Anthony Stubbs
,0,4507,333,Jalen Dalton
,0,580,9,Doyin Jibowu
,0,563,68,Randy Ramsey
,0,721,62,Greg Roberts
,0,4998,882,Darrius Shepherd
,0,4780,491,Jalen Harvey
,0,4935,222,T.J. Linta
,0,3281,561,Jamire Jordan
,0,2047,279,Tre Thomas
,0,1068,27,Joey Slye
,0,1234,96,Chris Myarick
,0,153,15,Mark McLaurin
,0,3838,504,Jake Carlock
,0,2933,25,Dedrick Young
,0,4888,363,Ray Smith
,0,1859,153,Nate Becker
,0,411,36,Kevin Strong
,0,4177,323,Dewayne Hendrix
,0,2582,224,Devontae Jackson
,0,2053,362,DeAndre Thompkins
,0,1976,134,Anthony Rush
,0,3240,243,Kevin Wilkins
,0,2571,346,Aaron Adeoye
,0,3388,262,Chuck Harris
,0,1476,93,Kenny Bigelow
,0,2722,38,Isaiah Wharton
,0,3337,284,Marcus Marshall
,0,249,52,Damion Willis
,0,1363,179,Darius Harris
,0,1268,228,Malik Henry
,0,1381,127,Austin Walter
,0,2479,422,Shawn Poindexter
,0,1958,148,Ronald Ollie
,0,1111,199,Jeff Smith
,0,3230,31,Tre Watson
,0,3354,362,Tyler Horton
,0,3121,37,Rob Rolle
,0,3598,71,Justin Alexandre
,0,4559,473,Marquez Sanford
,0,917,100,Shakial Taylor
,0,5268,698,Derick Roberson
,0,3091,333,Jocquez Kalili
,0,1182,17,Joshua Moon
,0,4240,311,Deyon Sizer
,0,2158,187,Tony Brooks-James
,0,4689,397,Moral Stephens
,0,1218,78,Quindarius Thagard
,0,409,82,Tom Kennedy
,0,1523,117,Michael Colubiale
,0,1048,81,Charles Jones
,0,674,61,Dontae Strickland
,0,835,151,Spencer Schnell
,0,2209,89,Devlin Hodges
,0,810,34,Jalan McClendon
,0,2802,470,Trenton Irwin
,0,2957,223,Cory Thomas
,0,2405,175,Isaiah Mack
,0,752,53,Braxton Hoyett
,0,4075,82,Mathieu Betts
,0,2068,368,Cortrelle Simpson
,0,3098,131,Nick Fitzgerald
,0,2711,205,Stacy Keely
,0,4088,541,Demetrius Flannigan-Fowles
,0,1194,148,Andrew Dowell
,0,3141,409,Luke Gifford
,0,460,48,Jermaine Ponder
,0,4468,464,Chris Rayford
,0,4805,39,Iseoluwapo Jegede
,0,908,164,Andre Lindsey
,0,1833,151,Isaiah Searight
,0,4462,470,Kabion Ento
,0,26,2,Javien Hamilton
,0,4285,91,John Baron
,0,2661,37,Jacob Thieneman
,0,5279,547,Jomon Dotson
,0,5230,537,Joshua Simmons
,0,2374,50,Clayton Hatfield
,0,5091,892,Isaac Zico
,0,2227,160,Shy Tuttle
,0,1372,243,Ventell Bryant
,0,4326,757,Brian Burt
,0,2474,249,Dakari Monroe
,0,3426,368,Jalen Allison
,0,3300,2,Matt Nelson
,0,2569,281,Nate Brooks
,0,2524,279,Jay Liggins
,0,4675,399,Nico Evans
,0,5286,547,Terrell Bonds
,0,4092,438,Herb Miller
,0,2150,240,Andrew Soroh
,0,1944,197,Terrence Alexander
,0,983,18,Curtis Akins
,0,3614,385,Anthony Chesley
,0,2717,23,Durndraus Bryant
,0,2389,177,Dare Odeyingbo
,0,4194,86,Chase McLaughlin
,0,1946,269,Anthony Pittman
,0,5109,54,JoJo Tillery
,0,1623,218,Connor Strachan
,0,2264,167,Freedom Akinmoladun
,0,2822,25,Austin Maloata
,0,4010,351,Craig Reynolds
,0,4370,337,Jonathan Bonner
,0,4334,760,Joseph Parker
,0,3408,294,Parker Hesse
,0,4682,834,Micah Wright
,0,3801,334,A.J. Ouellette
,0,1041,80,Jody Fortson
,0,1765,239,Noah Dawkins
,0,2604,284,Tyler Sigler
,0,3473,71,Sterling Sheffield
,0,4551,471,Deion Harris
,0,1017,18,Abraham Wallace
,0,1863,39,Juwon Young
,0,1991,203,David Simmons
,0,3421,449,Tuzar Skipper
,0,549,9,David Kenney
,0,3799,398,Kareem Orr
,0,298,33,D'Andre Payne
,0,4219,436,LaDarius Wiley
,0,3003,507,Jalen Greene
,0,4453,785,Joe Horn
,0,4422,584,Jake Gervase
,0,1590,12,Bryant Jones
,0,3127,537,Joe Horn
,0,1512,201,Ketner Kupp
,0,3613,311,D'Ernest Johnson
,0,4351,461,Alex Brown
,0,3676,626,Floyd Allen
,0,3502,598,Gunner Olszewski
,0,31,7,Marcelias Sutton
,0,3143,540,Fred Trevillion
,0,1793,156,Taj McGowan
,0,860,14,Sione Teuhema
,0,1173,124,Isaiah Langley
,0,1967,132,Kalani Vakameilalo
,0,3550,306,Josh Caldwell
,0,2940,317,Jalen Thompson
,0,4328,758,Marcus Simms
,0,122,23,Jamarius Way
,0,1130,119,Mazzi Wilkins
,0,4179,310,Olive Sagapolu
,0,1246,157,Jawuan Johnson
,0,2817,121,Vincent Testaverde
,0,4542,469,C.J. Moore
,0,907,163,Joe Walker
,0,1818,148,Jackson Harris
,0,1665,198,Ajene Harris
,0,1497,57,Jordan Ta'amu
,0,4784,492,DeJuan Neal
,0,2881,55,Thomas Costigan
,0,4476,378,Micky Crum
,0,1651,222,Josh Smith
,0,4944,426,Marquis Young
,0,4705,632,Quart'e Sapp
,0,1,1,Greg Ward
,0,2487,56,Bryson Allen-Williams
,0,4167,431,Jordan Holland
,0,4820,645,Logan Tago
,0,785,72,Derrick Gore
,0,1900,341,Tavonn Salter
,0,596,10,Kahani Smith
,0,4044,314,Jonathan Kongbo
,0,4535,385,Darion Clark
,0,782,139,Reggie Begelton
,0,4098,545,Derrick Moncrief
,0,4746,214,Tua Tagovailoa
,0,2790,117,Joe Burrow
,0,1141,45,Chris Streveler
,0,3104,336,Isaiah Simmons
,0,4807,362,Chase Young
,0,5306,924,Jerry Jeudy
,0,1629,103,Derrick Brown
,0,1718,179,Jeff Okudah
,0,5310,927,CeeDee Lamb
,0,84,8,Xavier McKinney
,0,1077,194,Henry Ruggs
,0,4762,410,D'Andre Swift
,0,626,60,CJ Henderson
,0,4768,354,Javon Kinlaw
,0,1438,256,Justin Jefferson
,0,3888,294,Ross Blacklock
,0,4368,185,Justin Herbert
,0,838,153,Jalen Reagor
,0,2784,304,Grant Delpit
,0,1297,165,K'Lavon Chaisson
,0,4359,765,Tee Higgins
,0,3904,299,A.J. Epenesa
,0,1177,211,Brandon Aiyuk
,0,4635,206,Jordan Love
,0,632,113,KJ Hamler
,0,148,23,J.K. Dobbins
,0,2115,287,Patrick Queen
,0,2341,236,Trevon Diggs
,0,2480,334,Kenneth Murray
,0,3317,254,Yetur Gross-Matos
,0,142,20,Jonathan Taylor
,0,216,41,Laviska Shenault
,0,1301,166,Zack Baun
,0,4575,481,Noah Igbinoghene
,0,5182,389,Justin Madubuike
,0,261,55,Michael Pittman
,0,4844,418,Clyde Edwards-Helaire
,0,757,31,Jake Fromm
,0,5165,241,Jacob Eason
,0,2023,355,Donovan Peoples-Jones
,0,1518,96,Neville Gallimore
,0,2135,181,Cole Kmet
,0,1004,82,Bradlee Anae
,0,135,18,AJ Dillon
,0,2071,210,Kristian Fulton
,0,4759,360,Jason Strowbridge
,0,1436,90,Raekwon Davis
,0,29,7,Kalija Lipscomb
,0,882,94,Bryce Hall
,0,668,56,Jared Pinkney
,0,4124,444,A.J. Terrell
,0,1753,237,Terrell Lewis
,0,450,38,Marlon Davidson
,0,1514,182,Jaylon Johnson
,0,4779,498,Damon Arnette
,0,5095,381,Jordan Elliott
,0,2075,211,Jeff Gladney
,0,2451,212,Albert Okwuegbunam
,0,1865,163,Zack Moss
,0,2672,239,Hunter Bryant
,0,3595,615,Devin Duvernay
,0,637,78,Anfernee Jennings
,0,4366,768,Denzel Mims
,0,993,74,Harrison Bryant
,0,3378,443,Julian Okwara
,0,1113,200,Van Jefferson
,0,1804,137,Curtis Weaver
,0,1721,203,Ashtyn Davis
,0,1265,134,Troy Pride
,0,4526,801,Collin Johnson
,0,5300,397,James Lynch
,0,1507,200,Akeem Davis-Gaither
,0,2979,225,Nick Coe
,0,49,5,Lavert Hill
,0,2561,193,Khalid Kareem
,0,67,5,Colby Parkinson
,0,3206,551,KJ Hill
,0,888,112,Malik Harrison
,0,4539,348,D.J. Wonnum
,0,2905,257,Adam Trautman
,0,3984,695,Bryan Edwards
,0,903,98,Cameron Dantzler
,0,205,17,Kyle Dugger
,0,2006,350,Austin Mack
,0,3307,253,Kenny Willekes
,0,1988,201,A.J. Green
,0,2985,254,Anthony McFarland
,0,1023,184,Quartney Davis
,0,5114,676,Logan Wilson
,0,3617,386,Darnay Holmes
,0,3626,314,Ke'Shawn Vaughn
,0,3262,559,Chase Claypool
,0,753,54,Larrell Murchison
,0,477,57,Antoine Winfield
,0,315,39,Kamal Martin
,0,2594,347,Markus Bailey
,0,1983,79,Nate Stanley
,0,3608,279,Robert Windsor
,0,1309,100,Mitchell Wilcox
,0,2702,461,Quintez Cephus
,0,3889,423,Amik Robertson
,0,2121,158,Jabari Zuniga
,0,2447,100,Anthony Gordon
,0,2666,201,Jonathan Greenard
,0,2090,231,Josh Metellus
,0,4277,443,Jalen Elliott
,0,4739,213,Jalen Hurts
,0,3556,307,Antonio Gandy-Golden
,0,5172,451,La'Mical Perine
,0,3706,634,Lynn Bowden
,0,3301,249,Darrell Taylor
,0,4168,432,Brandon Jones
,0,1520,202,Davion Taylor
,0,119,22,Joe Reed
,0,218,19,Alton Robinson
,0,2260,231,Stanford Samuels
,0,2153,241,Antoine Brooks
,0,5313,464,Salvon Ahmed
,0,2328,200,Thaddeus Moss
,0,3193,549,Isaiah Hodgins
,0,4237,564,Josh Uche
,0,5320,550,Geno Stone
,0,38,4,Essang Bassey
,0,3544,306,Brycen Hopkins
,0,4948,873,Quez Watkins
,0,1834,217,Kindle Vildor
,0,2837,310,Brian Cole
,0,1731,151,DeeJay Dallas
,0,3255,283,Charlie Taumoepeau
,0,1303,85,Raequan Williams
,0,3147,325,Josiah Scott
,0,1529,204,Khaleke Hudson
,0,1285,116,Cam Akers
,0,215,40,Binjimen Victor
,0,3402,366,Shyheim Carter
,0,2440,327,Troy Dye
,0,2074,370,Gabe Davis
,0,3260,281,Antonio Gibson
,0,4641,483,Myles Bryant
,0,868,90,K'Von Wallace
,0,4946,367,Leki Fotu
,0,2218,300,Jordyn Brooks
,0,2335,200,Eno Benjamin
,0,2843,123,Cole McDonald
,0,3099,268,James Robinson
,0,3000,269,Devin Asiasi
,0,3027,513,James Proche
,0,4430,341,Mike Danna
,0,3795,333,LeVante Bellamy
,0,271,59,Tyler Johnson
,0,1862,188,Harrison Hand
,0,1209,151,La'Darius Hamilton
,0,2476,213,Patrick Taylor
,0,3331,288,Sean McKeon
,0,1951,270,Jonathan Garvin
,0,5133,444,Javon Leake
,0,3477,591,Aaron Fuller
,0,165,13,Jordan Fuller
,0,3357,355,Dane Jackson
,0,4939,421,Stephen Sullivan
,0,3113,236,DaVon Hamilton
,0,2160,188,J.J. Taylor
,0,5081,526,Javaris Davis
,0,2909,221,Darrion Daniels
,0,4790,641,Justin Strnad
,0,5176,685,Tipa Galeai
,0,2920,259,Cheyenne O'Grady
,0,723,73,Michael Ojemudia
,0,3639,316,Tony Jones
,0,4189,735,Dezmon Patmon
,0,3486,374,Nigel Warrior
,0,3967,348,Raymond Calais
,0,474,89,Marquez Callaway
,0,3209,417,Tanner Muse
,0,955,122,Erroll Thompson
,0,189,24,Michael Warren
,0,4850,414,Dominick Wood-Anderson
,0,2823,288,Lamar Jackson
,0,4019,299,Carlos Davis
,0,3566,308,JaMycal Hasty
,0,1713,231,Shaquille Quarterman
,0,2191,157,Benito Jones
,0,1956,272,Chapelle Russell
,0,3738,327,Brian Herrien
,0,251,16,Juwan Johnson
,0,4549,336,Rashard Lawrence
,0,2350,203,Scottie Phillips
,0,1727,235,Jacob Phillips
,0,4842,218,Brian Lewerke
,0,2282,393,Trishton Jackson
,0,1214,152,Carter Coughlin
,0,4646,619,Mykal Walker
,0,5200,243,Steven Montez
,0,152,14,Joe Bachie
,0,789,63,Jacob Breeland
,0,912,95,Jeremy Chinn
,0,5116,530,Trajan Bandy
,0,4473,331,Malcolm Roach
,0,1873,253,Chauncey Rivers
,0,2563,345,Cam Brown
,0,3962,347,Rico Dowdle
,0,3490,455,Willie Gay
,0,2660,199,James Smith-Williams
,0,2581,189,Josiah Coatney
,0,1774,207,Jared Mayden
,0,4931,369,Casey Toohill
,0,1908,124,Ray Lima
,0,2058,365,Tyrie Cleveland
,0,852,91,Debione Renfro
,0,1658,296,Kendrick Rogers
,0,1864,220,Terrell Burgess
,0,28,6,Darius Anderson
,0,2846,481,Cody White
,0,4483,596,Evan Weaver
,0,906,22,Tyler Bass
,0,321,34,Julian Blackmon
,0,3345,285,Joshua Kelley
,0,1318,150,J.R. Reed
,0,3162,411,Dante Olson
,0,4458,388,Benny LeMay
,0,5018,885,Jauan Jennings
,0,1140,88,Josiah Deguara
,0,3821,401,Grayland Arnold
,0,2430,245,John Reid
,0,3939,407,Daniel Thomas
,0,1710,24,Sewo Olonilua
,0,3494,594,Darrell Stewart
,0,245,2,Jaylinn Hawkins
,0,4618,615,Jordan Mack
,0,54,3,Rodrigo Blankenship
,0,4156,176,Shea Patterson
,0,4804,415,Darrynton Evans
,0,3854,328,Eli Wolf
,0,4545,804,K.J. Osborn
,0,4665,626,Francis Bernard
,0,3811,400,Alohi Gilman
,0,1675,39,JJ Molson
,0,1827,149,Charlie Woerner
,0,2017,353,Jeff Thomas
,0,4297,754,Tony Brown
,0,793,73,Pete Guerriero
,0,123,24,Omar Bayless
,0,1902,75,James Morgan
,0,415,32,Dalton Keene
,0,3955,165,Tyler Huntley
,0,2412,97,Jake Luton
,0,696,128,Isaiah Coulter
,0,3344,568,John Hightower
,0,2429,210,Jonathan Ward
,0,4802,414,Xavier Jones
,0,493,60,Michael Divinity
,0,2587,438,Darnell Mooney
,0,82,15,Aaron Parker
,0,1160,207,Chris Finke
,0,4627,397,Adrian Killins
,0,3741,69,Lirim Hajrullahu
,0,1903,41,Austin MacGinnis
,0,572,55,Ty'Son Williams
,0,986,177,Derrick Dillon
,0,2800,239,Rodney Smith
,0,2358,204,Tavien Feaster
,0,4731,96,Ramiz Ahmed
,0,4161,346,Lawrence Cager
,0,3751,329,Jason Huntley
,0,2237,387,Malcolm Perry
,0,3093,235,McTelvin Agim
,0,4123,548,Alex Highsmith
,0,783,81,Reggie Robinson
,0,3258,343,L'Jarius Sneed
,0,402,49,Kenny Robinson
,0,5119,677,Trevis Gipson
,0,3748,70,Justin Rohrwasser
,0,4245,312,Broderick Washington
,0,3867,291,Bravvion Roy
,0,4679,345,Khalil Davis
,0,639,79,Shaun Bradley
,0,1499,11,John Penisini
,0,3742,491,Cassh Maluia
,0,348,25,Tyler Davis
,0,1668,174,Isaiah Rodgers
,0,1787,242,Jordan Glasgow
,0,178,34,Freddie Swain
,0,3693,391,Kamren Curl
,0,4392,465,Stantley Thomas-Oliver
,0,2975,323,Chris Claybrooks
,0,4428,190,Ben DiNucci
,0,5270,699,Clay Johnston
,0,2369,171,Jashon Cornell
,0,223,18,Vernon Scott
,0,4521,474,Bopete Keyes
,0,3865,509,TJ Brunson
,0,3790,322,Tommy Stevens
,0,4753,490,Chris Jackson
,0,707,70,Chris Williamson
,0,30,1,Sam Sloman
,0,2266,308,Derrek Tuszka
,0,50,6,Tae Crowder
,0,4673,207,J'Mar Smith
,0,419,10,Josh Love
,0,1717,70,Riley Neal
,0,5061,231,Reid Sinnett
,0,5280,702,Ledarius Mack
,0,3008,509,Shane Leatherbury
,0,4754,402,Ryan Becker
,0,772,69,T.J. Carter
,0,1825,140,Adam Shuler
,0,4004,434,Zane Lewis
,0,3648,388,Jace Whittaker
,0,4989,513,Jarren Williams
,0,2720,294,Reggie Floyd
,0,214,25,Mikey Daniel
,0,1522,272,Jalen McCleskey
,0,4038,703,Juwan Green
,0,1046,187,Chris Rowland
,0,2259,191,Caleb Repp
,0,4778,355,Sailosi Latu
,0,3483,269,Hinwa Allieu
,0,4301,331,Austin Edwards
,0,2466,331,Bryson Young
,0,3297,433,Ray Wilborn
,0,341,42,Jordan Williams
,0,2105,233,Rojesterman Farris
,0,4791,493,Tyler Hall
,0,4488,466,Delrick Abrams
,0,1947,168,Bronson Rechsteiner
,0,3563,607,Jaylon Moore
,0,1002,67,Aaron Crawford
,0,5161,389,John Daka
,0,311,38,Marcus Willoughby
,0,3885,511,Kristian Welch
,0,141,17,Jeff Hector
,0,5204,538,Josh Nurse
,0,1188,124,Khalil Dorsey
,0,2407,52,Nick Vogel
,0,1779,155,Antonio Williams
,0,2509,217,Reggie Gilliam
,0,543,53,Ike Brown
,0,5029,519,Josh Thomas
,0,4,1,Garrett Taylor
,0,3335,566,Kendall Hinton
,0,2530,430,Zimari Manning
,0,4317,53,Spencer Nigh
,0,4848,364,Calvin Taylor
,0,4924,60,Giovanni Ricci
,0,232,46,Trevontae Hights
,0,1692,131,Cam Sutton
,0,2279,163,Myles Adams
,0,4061,536,Jason Ferris
,0,829,84,Sam Franklin
,0,2724,360,Chris Orr
,0,455,55,Myles Hartsfield
,0,677,64,Artavis Pierce
,0,3959,690,Ahmad Wagner
,0,2144,153,LaCale London
,0,5305,705,Rashad Smith
,0,280,60,Andre Baccellia
,0,1231,221,Maurice Ffrench
,0,3973,693,Aleva Hifo
,0,2122,184,Devwah Whaley
,0,2608,446,Scotty Washington
,0,4007,308,Kendall Futrell
,0,649,82,Marcel Spears
,0,1155,120,Isiah Swann
,0,4568,200,Kevin Davidson
,0,3761,646,Ja'Marcus Bradley
,0,2101,177,Nate Wieting
,0,1429,187,George Obinna
,0,4983,372,Jeffery Whatley
,0,4587,609,Solomon Ajayi
,0,3416,362,Jameson Houston
,0,1225,135,Jovante Moffatt
,0,4843,499,Elijah Benton
